isbn,publication_year,category,book_name,author,price_in_euros,publisher,published_country,language,no_of_pages
9781529115499,2021,sf,the mermaid of black conch,Monique Roffey,8.99,Random House,England,English,248.0
9781784973315,2022,sf,the veiled throne,Ken Liu,9.69,Head of Zeus,England,English,1008.0
9781529100884,2021,sf,the last graduate,Naomi Novik,13.99,Random House,England,English,388.0
9781529082883,2022,sf,the kaiju preservation society,John Scalzi,12.5,Pan Macmillan,England,English,272.0
9780141033006,2008,sf,the day of the triffids,John Wyndham,7.42,Penguin Books Ltd,England,English,272.0
9780008411695,2021,sf,a sky beyond the storm,Sabaa Tahir,7.99,HarperCollins Publishers,England,English,519.0
9780593237632,2022,sf,the art of prophecy,Chu Wesley,19.99,Del Rey,New York (State),English,528.0
9781800261273,2022,sf,warhawk,Chris Wraight,9.75,Games Workshop,England,English,146.0
9780356518688,2022,sf,notorious sorcerer,Davinia Evans,8.67,"Little, Brown",England,English,464.0
9781473621473,2017,sf,a closed and common orbit,Becky Chambers,8.52,Hodder & Stoughton,England,English,365.0
9781529039436,2020,sf,stories of your life and others,Chiang Ted,8.39,Pan Macmillan,England,English,352.0
9781529405231,2019,sf,this is how you lose the time war,Amal ElMohtar,7.43,Quercus Publishing,England,English,198.0
9781529100693,2022,sf,the house of sorrowing stars,Beth Cartwright,13.74,Random House,England,English,368.0
9781447273301,2016,sf,children of time,Adrian Tchaikovsky,8.39,Pan Macmillan,England,English,599.0
9780593470220,2022,sf,thistlefoot,GennaRose Nethercott,11.56,Anchor,New York (State),English,304.0
9781399604314,2022,sf,before they are hanged,Abercrombie Joe,14.37,Orion,England,English,608.0
9780356508368,2016,sf,the obelisk gate,Jemisin K N,8.52,"Little, Brown",England,English,410.0
9781800261877,2022,sf,the helwinter gate,Chris Wraight,7.48,Games Workshop,England,English,432.0
9781529387599,2022,sf,the thief,Megan Turner Whalen,7.99,Hodder & Stoughton,England,English,312.0
9781838931339,2022,sf,the hood,Lavie Tidhar,7.78,Head of Zeus,England,English,448.0
9780356518763,2022,sf,half a soul,Atwater Olivia,7.99,"Little, Brown",England,English,320.0
9780356508689,2017,sf,the stone sky,Jemisin K N,8.52,"Little, Brown",New York (State),English,417.0
9781529360400,2022,sf,the prison healer,Lynette Noni,7.99,Hodder & Stoughton,England,English,405.0
9781638582533,2022,sf,the scum villain's self-saving system vol. 3,Moxiangtongxiu,13.99,Seven Seas Entertainment,California,English,444.0
9781800261242,2022,sf,dark imperium,Guy Haley,7.48,Games Workshop,England,English,336.0
9781472280237,2022,sf,small angels,Lauren Owen,13.99,Headline Publishing Group,England,English,480.0
9781473231122,2020,sf,the lady of the lake,Andrzej Sapkowski,8.52,Orion,England,English,531.0
9780340960196,2015,sf,dune,Frank Herbert,9.99,Hodder & Stoughton,England,English,577.0
9780008108427,2018,sf,an ember in the ashes,Sabaa Tahir,7.99,HarperCollins Publishers,England,English,450.0
9780006546061,2008,sf,fahrenheit 451,Bradbury Ray,8.99,HarperCollins Publishers,England,English,172.0
9780141196886,2011,sf,dracula,Bram Stoker,13.74,Penguin Books Ltd,England,English,454.0
9781800260382,2022,sf,penitent,Abnett Dan,7.48,Games Workshop,England,English,336.0
9780008537838,2022,sf,the fall of númenor,JRR Tolkien,22.0,HarperCollins Publishers,England,English,352.0
9781526617163,2020,sf,a court of mist and fury,J Maas Sarah,8.2,Bloomsbury Publishing (UK),England,English,626.0
9781526617170,2020,sf,a court of wings and ruin,J Maas Sarah,8.2,Bloomsbury Publishing (UK),England,English,703.0
9780241339053,2018,sf,the garden of forking paths,Borges Jorge Luis,3.26,Penguin Books Ltd,England,English,64.0
9781526617187,2020,sf,a court of frost and starlight,J Maas Sarah,8.2,Bloomsbury Publishing (UK),England,English,233.0
9781473647640,2019,sf,record of a spaceborn few,Becky Chambers,6.99,Hodder & Stoughton,England,English,359.0
9780141187761,2004,sf,nineteen eighty-four,George Orwell,8.5,Penguin Books Ltd,England,English,325.0
9780571374892,2021,sf,klara and the sun,Ishiguro Kazuo,14.99,Faber & Faber,England,English,320.0
9780340822784,2005,sf,cloud atlas,David Mitchell,8.52,Hodder & Stoughton,England,English,529.0
9781839023590,2021,sf,the thing,Anne Billson,10.99,Bloomsbury Publishing (UK),England,English,112.0
9781785947797,2022,sf,the fires of pompeii,James Moran,6.99,Ebury Publishing,England,English,192.0
9781509899043,2019,sf,spinning silver,Naomi Novik,8.39,Pan Macmillan,England,English,474.0
9781529372632,2022,sf,out there,Folk Kate,12.73,Hodder & Stoughton,England,English,256.0
9780141032993,2008,sf,the kraken wakes,John Wyndham,7.42,Penguin Books Ltd,England,English,239.0
9781399701136,2022,sf,the kiss of deception,Mary Pearson,9.26,Hodder & Stoughton,England,English,489.0
9781250829139,2022,sf,a strange and stubborn endurance,Foz Meadows,20.23,Tor Books,New York (State),English,544.0
9781473697188,2020,sf,"to be taught, if fortunate",Becky Chambers,7.99,Hodder & Stoughton,England,English,144.0
9781408855713,2014,sf,harry potter and the deathly hallows,J K Rowling,8.2,Bloomsbury Publishing (UK),England,English,619.0
9781399701150,2022,sf,the heart of betrayal,Mary Pearson,9.26,Hodder & Stoughton,England,English,473.0
9781399701181,2022,sf,the beauty of darkness,Mary Pearson,9.26,Hodder & Stoughton,England,English,684.0
9780099448792,1999,sf,the wind-up bird chronicle,Haruki Murakami,9.99,Random House,England,English,609.0
9781408855706,2014,sf,harry potter and the half-blood prince,J K Rowling,8.2,Bloomsbury Publishing (UK),England,English,541.0
9780241956878,2012,sf,earthsea,Guin K Le Ursula,16.99,Penguin Books Ltd,United Kingdom,English,690.0
9781915202161,2022,sf,ledge,McEwan Stacey,13.99,Watkins Media Limited,England,English,400.0
9781529050868,2020,sf,before the coffee gets cold,Kawaguchi Toshikazu,7.29,Pan Macmillan,England,English,192.0
9781408855676,2014,sf,harry potter and the prisoner of azkaban,J K Rowling,7.65,Bloomsbury Publishing (UK),England,English,461.0
9781472263667,2019,sf,the parable of the sower,Butler E Octavia,8.52,Headline Publishing Group,England,English,320.0
9781526628800,2022,sf,mischief acts,Gilbert Zo,13.69,Bloomsbury Publishing (UK),England,English,448.0
9781529014495,2020,sf,exhalation,Chiang Ted,8.39,Pan Macmillan,England,English,208.0
9780099800200,1991,sf,"slaughterhouse-five, or, the children's crusade",Kurt Vonnegut,7.42,Random House,England,English,157.0
9781399710534,2022,sf,vow of thieves,Mary Pearson,7.99,Hodder & Stoughton,England,English,484.0
9781529080889,2021,sf,a marvellous light,Freya Marske,12.5,Pan Macmillan,England,English,375.0
9781803282626,2022,sf,the children of gods and fighting men,Lawless Shauna,15.99,Head of Zeus,England,English,448.0
9781780220383,2012,sf,do androids dream of electric sheep?,Dick K Philip,7.43,Orion,England,English,193.0
9780141189680,2010,sf,the complete cosmicomics,Calvino Italo,8.99,Penguin Books Ltd,England,English,432.0
9781408855690,2014,sf,harry potter and the order of the phoenix,J K Rowling,8.2,Bloomsbury Publishing (UK),England,English,799.0
9780575079755,2007,sf,the lies of locke lamora,Lynch Scott,8.52,Orion,England,English,530.0
9781408855652,2014,sf,harry potter and the philosopher's stone,J K Rowling,7.65,Bloomsbury Publishing (UK),England,English,331.0
9781408855683,2014,sf,harry potter and the goblet of fire,J K Rowling,8.2,Bloomsbury Publishing (UK),England,English,616.0
9780141192093,2012,sf,steppenwolf,Hermann Hesse,7.99,Penguin Books Ltd,England,English,258.0
9780008471286,2021,sf,the lord of the rings,J R Tolkien,37.6,HarperCollins Publishers,England,English,1248.0
9781408855669,2014,sf,harry potter and the chamber of secrets,J K Rowling,7.65,Bloomsbury Publishing (UK),England,English,359.0
9780241979068,2018,sf,exit west,Hamid Mohsin,7.42,Penguin Books Ltd,United Kingdom,English,228.0
9780008214227,2018,sf,beren and lúthien,J R Tolkien,10.7,HarperCollins Publishers,England,English,288.0
9781405954938,2022,sf,the wisteria society of lady scoundrels,Holton India,8.99,Penguin Books Ltd,England,English,334.0
9780330534239,2011,sf,perdido street station,China Miville,9.29,Pan Macmillan,England,English,866.0
9780099488668,2007,sf,"blind willow, sleeping woman",Haruki Murakami,8.99,Random House,England,English,436.0
9781786185921,2022,sf,under fortunate stars,Hutchings Ren,10.72,Solaris,England,English,368.0
9780552166591,2012,sf,the colour of magic,Pratchett Terry,8.99,Transworld,England,English,286.0
9781785653308,2016,sf,alice,Christina Henry,8.5,Titan Books,England,English,325.0
9781789098570,2021,sf,nothing but blackened teeth,Cassandra Khaw,7.99,Titan Books,England,English,128.0
9780356512464,2020,sf,the ten thousand doors of january,Alix E Harrow,7.99,"Little, Brown",England,English,394.0
9781529385175,2022,sf,all the seas of the world,Gavriel Guy Kay,17.33,Hodder & Stoughton,England,English,528.0
9780008537845,2022,sf,the fall of númenor,JRR Tolkien,75.0,HarperCollins Publishers,England,English,352.0
9781838931650,2022,sf,speaking bones,Ken Liu,18.99,Head of Zeus,England,English,1072.0
9781839944390,2022,sf,running out of time,Fox Simon,7.99,Nosy Crow Ltd,England,English,295.0
9781529095234,2022,sf,the atlas six,Blake Olivie,12.51,Pan Macmillan,England,English,384.0
9781787303294,2022,sf,swanfolk,Kristn marsdttir,13.99,Random House,England,English,230.0
9780759554160,2021,sf,the jasmine throne,Suri Tasha,21.41,Orbit,New York (State),English,576.0
9781250317810,2020,sf,interference,Burke Sue,12.99,Tor Books,New York (State),English,320.0
9780356513621,2022,sf,soul taken,Briggs Patricia,15.99,"Little, Brown",England,English,389.0
9781250805706,2022,sf,escape from yokai land,Charles Stross,13.71,Tordotcom,New York (State),English,96.0
9781975325671,2021,sf,"bungo stray dogs: beast, vol. 1",Asagiri Kafka,11.43,"Diamond Comic Distributors, Inc.",New York (State),English,192.0
9780765365279,2011,sf,the way of kings,Brandon Sanderson,9.99,Tom Doherty Associates,United States,English,1280.0
9780241590539,2022,sf,the lottery,Jackson Shirley,8.99,Penguin Books Ltd,England,English,240.0
9781035008575,2022,sf,the complete tolkien companion,A E J Tyler,16.99,Pan Macmillan,England,English,736.0
9781802581874,2022,sf,the wish gatherers,Celestine Karin,10.59,Graffeg,Wales,English,48.0
9781408890080,2018,sf,circe,Madeline Miller,12.99,Bloomsbury Publishing,England,English,336.0
9780007252237,2007,sf,the tale of the children of húrin,J R Tolkien,51.22,HarperCollins Publishers,England,English,313.0
9780008453343,2021,sf,tales from the perilous realm,J R Tolkien,14.62,HarperCollins Publishers,England,English,432.0
9780241573709,2022,sf,cosmicomics,Calvino Italo,8.99,Penguin Books Ltd,England,English,192.0
9780261103566,2011,sf,the lord of the rings,J R Tolkien,23.38,HarperCollins Publishers,England,English,1664.0
9780575094147,2010,sf,the forever war,Haldeman Joe,7.99,Orion,England,English,256.0
9780008214197,2017,sf,beren and luthien,J R Tolkien,14.62,HarperCollins Publishers,England,English,304.0
9780008567125,2022,sf,the fellowship of the ring,J R Tolkien,12.99,HarperCollins Publishers,England,English,432.0
9781803362182,2022,sf,a magic steeped in poison,I Judy Lin,8.5,Titan Books,England,English,432.0
9781913111304,2022,sf,malarkoi,Alex Pheby,14.69,Galley Beggar Press,England,English,550.0
9780356516233,2021,sf,the unbroken,C Clark L,8.52,"Little, Brown",England,English,528.0
9781975319915,2021,sf,date a live. 01 dead-end tohka,Koushi Tachibana,11.61,Yen Press,New York (State),English,170.0
9781785650901,2018,sf,battle hymn,C Dietz William,7.99,Titan Books,England,English,345.0
9781842552117,2003,sf,the other wind,Guin K Le Ursula,5.69,Orion,England,English,246.0
9780765302304,2009,sf,the gathering storm,Jordan Robert,29.58,Tor,New York (State),English,783.0
9781853260865,1993,sf,dracula,Bram Stoker,4.95,Wordsworth Editions Ltd,England,English,335.0
9781250191854,2018,sf,exit strategy,Martha Wells,10.99,A Tom Doherty Associates Book,New York (State),English,172.0
9781250236210,2021,sf,a psalm for the wild-built,Becky Chambers,14.99,Tor.com,New York (State),English,160.0
9781638583523,2022,sf,heaven official's blessing 4,Moxiangtongxiu,14.95,Seven Seas Entertainment,California,English,444.0
9781772942361,2022,sf,summertime rendering. volume 5,Tanaka Yasuki,17.99,"Diamond Comic Distributors, Inc.",Ontario,English,432.0
9781473223561,2019,sf,a wizard of earthsea,Guin K Le Ursula,11.63,Orion,England,English,320.0
9780593468838,2022,sf,thistlefoot,GennaRose Nethercott,20.77,Anchor,New York (State),English,304.0
9781779513281,2021,sf,the sandman. book four,Gaiman Neil,28.99,DC Comics,California,English,528.0
9781779514929,2022,sf,sandman. book 5,Gaiman Neil,28.7,DC Comics,California,English,592.0
9780356516882,2021,sf,a master of djinn,Clark Djl P,7.99,"Little, Brown",England,English,400.0
9781974721610,2022,sf,fist of the north star. vol. 6,Buronson,15.63,VIZ Media LLC,California,English,296.0
9781974732425,2022,sf,queen's quality. volume 15,Kyousuke Motomi,8.99,VIZ Media LLC,California,English,168.0
9780008450700,2022,sf,midnight in everwood,A Kuzniar M,12.46,HarperCollins Publishers,England,English,352.0
9780553283686,1990,sf,hyperion,Dan Simmons,8.36,Random House Worlds,United States,English,496.0
9781616963804,2022,sf,the unbalancing: a birdverse novel,B Lemberg PhD R,14.65,Tachyon Publications,United States,English,256.0
9780099877103,1991,sf,hocus pocus,Kurt Vonnegut,5.69,Random House,England,English,268.0
9781974730049,2022,sf,mao. vol. 7,Rumiko Takahashi,8.99,VIZ Media LLC,California,English,192.0
9780008387921,2021,sf,the nature of middle-earth,J R Tolkien,17.4,HarperCollins Publishers,England,English,400.0
9781847494726,2016,sf,diaboliad,Bulgakov Mikhail,6.99,Alma Books COMMIS,England,English,120.0
9781526626585,2020,sf,harry potter and the philosopher's stone,J K Rowling,30.0,Bloomsbury Publishing (UK),England,English,368.0
9780007581146,2014,sf,the lord of the rings,J R Tolkien,57.45,HarperCollins Publishers,England,English,1472.0
9781847495686,2016,sf,a dog's heart,Bulgakov Mikhail,6.99,Alma Books COMMIS,England,English,176.0
9781905437917,2009,sf,judge dredd 12,John Wagner,12.99,Rebellion,England,English,320.0
9780008537821,2022,sf,the complete guide to middle-earth,Foster Robert,88.0,HarperCollins Publishers,England,English,512.0
9780571367986,2021,sf,mrs caliban,Ingalls Rachel,6.99,Faber & Faber,England,English,128.0
9781529387308,2020,sf,starve acre,Andrew Hurley Michael,7.99,John Murray Press,England,English,243.0
9781912854998,2021,sf,greenwood,Christie Michael,8.75,Scribe Publications Pty Ltd,England,English,512.0
9781784876579,2021,sf,animal farm,George Orwell,7.42,Random House,England,English,144.0
9781529032666,2021,sf,nineteen eighty-four,George Orwell,9.29,Pan Macmillan,England,English,384.0
9780008350437,2021,sf,empire of the vampire,Jay Kristoff,12.99,HarperCollins Publishers,England,English,718.0
9780008239893,2020,sf,the dragon republic,F Kuang R,8.64,HarperCollins Publishers,England,English,658.0
9780575102484,2011,sf,the way of kings,Brandon Sanderson,8.52,Orion,England,English,544.0
9781473205321,2014,sf,the colour of magic,Pratchett Terry,10.54,Orion,England,English,241.0
9780575083851,2012,sf,the heroes,Abercrombie Joe,8.52,Orion,England,English,610.0
9780199537983,2008,sf,in a glass darkly,Fanu Joseph Le Sheridan,5.99,OUP Oxford,England,English,347.0
9781789098037,2022,sf,truth of the divine,Ellis Lindsay,8.5,Titan Books,England,English,560.0
9781473230644,2020,sf,eldritch tales,H Lovecraft P,16.99,Orion,England,English,560.0
9780575097360,2011,sf,the way of kings. part 1,Brandon Sanderson,8.52,Orion,England,English,544.0
9780575089945,2010,sf,the hero of ages,Brandon Sanderson,8.52,Orion,England,English,748.0
9780356501499,2013,sf,the hydrogen sonata,Banks Iain,8.52,"Little, Brown",England,English,630.0
9781803363158,2022,sf,the rubicon protocol,Gay Kelly,8.5,Titan Books,England,English,352.0
9780007444281,2018,sf,assassin's fate,Hobb Robin,9.58,HarperCollins Publishers,England,English,853.0
9780008154462,2016,sf,blood of dragons,Hobb Robin,8.64,HarperCollins Publishers,England,English,535.0
9781841499918,2013,sf,caliban's war,A Corey James S,9.45,"Little, Brown",England,English,595.0
9780007585892,2014,sf,fool's errand,Hobb Robin,8.64,HarperCollins Publishers,England,English,584.0
9781974732579,2022,sf,kakashi's story,Esaka Jun,5.99,VIZ Media LLC,California,English,208.0
9780575093379,2019,sf,oathbringer. part two,Brandon Sanderson,9.45,Orion,England,English,768.0
9781841498959,2011,sf,surface detail,Banks Iain,9.45,"Little, Brown",England,English,627.0
9781473208278,2017,sf,the bands of mourning,Brandon Sanderson,8.52,Orion,England,English,447.0
9780575077027,2005,sf,ringworld,Larry Niven,7.99,Orion,England,English,288.0
9781526612540,2022,socsci,the right to sex,Amia Srinivasan,8.66,Bloomsbury Publishing (UK),England,English,304.0
9780349726625,2022,socsci,material girls,Kathleen Stock,7.51,"Little, Brown",England,English,320.0
9781788167383,2022,socsci,chums,Kuper Simon,13.99,Profile,England,English,240.0
9781788167833,2022,socsci,confronting leviathan,David Runciman,10.31,Profile,England,English,288.0
9780349135328,2022,socsci,the new puritans,Andrew Doyle,14.37,"Little, Brown",England,English,336.0
9781509556380,2022,socsci,zelensky,Rudenko Serhii,15.58,Polity Press,England,English,180.0
9781780277813,2022,socsci,the fire of the dragon,Ian Williams,14.78,Birlinn Ltd,Scotland,English,368.0
9780141991672,2021,socsci,twilight of democracy,Anne Applebaum,9.16,Penguin Books Ltd,England,English,224.0
9780241396667,2021,socsci,"black skin, white masks",Fanon Frantz,8.18,Penguin Books Ltd,England,English,208.0
9780500024621,2022,socsci,in the black fantastic,Ekow Eshun,25.76,Thames and Hudson Ltd,England,English,303.0
9781510766808,2021,socsci,the real anthony fauci,Francis Kennedy Robert,21.99,Skyhorse,New York (State),English,480.0
9781788161022,2022,socsci,ritual,Demetres Xygalatas,15.99,Profile,England,English,320.0
9780571370931,2022,socsci,landscapes of silence,Brody Hugh,18.99,Faber & Faber,England,English,352.0
9781541701366,2022,socsci,the dictator's handbook,Bruce Bueno Mesquita de,11.63,"Little, Brown",New York (State),English,368.0
9781350932548,2022,socsci,comparative government and politics,Hague Rod,34.99,Bloomsbury Publishing (UK),England,English,516.0
9781526156693,2022,socsci,held in contempt,Hannah White,11.31,Manchester University Press,England,English,232.0
9780008399511,2022,socsci,jews don't count,Baddiel David,7.57,HarperCollins Publishers,England,English,160.0
9781529067392,2022,socsci,broken heartlands,Payne Sebastian,8.39,Pan Macmillan,England,English,462.0
9781398514331,2022,socsci,"fix the system, not the women",Bates Laura,9.75,Simon & Schuster UK,England,English,176.0
9781901784695,2021,socsci,private eye,Adam Macqueen,22.2,Private Eye Productions Ltd.,United Kingdom,English,312.0
9781838952419,2021,socsci,the prime ministers we never had,Richards Steve,15.99,Atlantic Books,England,English,314.0
9781350932586,2022,socsci,foundations of international relations,McGlinchey Stephen,25.29,Bloomsbury Publishing (UK),England,English,420.0
9781787384798,2022,socsci,digital authoritarianism in the middle east,Jones Marc Owen,25.31,C Hurst & Co Publishers Ltd,England,English,272.0
9780192802538,2008,socsci,citizenship,Bellamy Richard,5.99,OUP Oxford,England,English,133.0
9780349143392,2022,socsci,the act of living,Frank Tallis,7.99,"Little, Brown",England,English,352.0
9781544372600,2022,socsci,rebooting policy analysis,D Linquiti Peter,63.56,SAGE Publications,District of Columbia,English,520.0
9781787386914,2022,socsci,another world is possible,Geoff Mulgan,17.99,C Hurst & Co Publishers Ltd,England,English,352.0
9781912820436,2020,socsci,aqa psychology for a level year 1 & as revision guide: 2nd edition,Cara Flanagan,14.52,Hodder Education Group,England,English,128.0
9781739841324,2022,socsci,how woke won,Joanna Williams,8.99,Global Book Sales,England,English,250.0
9780349701639,2022,socsci,the sex lives of african women,Darkoa Nana Sekyiamah,8.52,"Little, Brown",England,English,304.0
9781526153876,2022,socsci,borderland,Hubbard Phil,12.99,Manchester University Press,England,English,272.0
9781789465037,2022,socsci,the secret history of the five eyes,Kerbaj Richard,18.62,Blink Publishing,England,English,352.0
9780753559239,2022,socsci,the russia conundrum,Khodorkovskii Mikhail,15.58,Ebury Publishing,England,English,352.0
9781913505301,2022,socsci,the gamekeeper,Barry Hines,10.99,And Other Stories,England,English,224.0
9780241547991,2022,socsci,the presentation of self in everyday life,Erving Goffman,9.99,Penguin Books Ltd,England,English,256.0
9781529036008,2022,socsci,luster,Leilani Raven,8.39,Pan Macmillan,England,English,227.0
9780008472467,2022,socsci,watching women and girls,Danielle Pender,10.7,HarperCollins Publishers,England,English,176.0
9781529045550,2022,socsci,magma,Hjrleifsdttir ra,6.79,Pan Macmillan,England,English,160.0
9780465016907,1996,socsci,the drama of the gifted child,Alice Miller,11.44,"Little, Brown",New York (State),English,133.0
9780805071009,1997,socsci,between therapist and client,Kahn Michael,12.67,Henry Holt,New York (State),English,199.0
9780593300299,2022,socsci,holding the line,Berman Geoffrey S,23.99,Penguin Random House Group,New York (State),English,352.0
9781487526375,2022,socsci,anthropological theory for the twenty-first century,Augusta Bolles Lynn,40.56,University of Toronto Press,Ontario,English,384.0
9781398514850,2022,socsci,everyone's invited,Sara Soma,10.72,Gallery UK,England,English,352.0
9781913870638,2022,socsci,f-111,Archer Bob,12.29,Key Publishing,England,English,96.0
9781788166799,2021,socsci,why we're polarized,Ezra Klein,10.31,Profile,England,English,336.0
9780691220550,2021,socsci,the mushroom at the end of the world,Anna Lowenhaupt Tsing,13.45,Princeton University Press,New Jersey,English,352.0
9780008439484,2021,socsci,the good ally,Nova Reid,12.99,HarperCollins Publishers,England,English,444.0
9781851245376,2020,socsci,aesop's fables,Aesop,26.99,Bodleian Library,England,English,206.0
9780571081783,2001,socsci,the bell jar,Plath Sylvia,7.66,Faber & Faber,England,English,234.0
9780745341941,2022,socsci,the kurdish women's movement,Dilar Dirik,18.43,Pluto Press,England,English,256.0
9780393884975,2022,socsci,psychological science,Gazzaniga Michael S,43.99,W. W. Norton & Company,New York (State),English,832.0
9781398504653,2021,socsci,men who hate women,Bates Laura,7.99,Simon & Schuster UK,England,English,360.0
9781509528868,2022,socsci,blue labour,Glasman Maurice,13.74,Polity Press,England,English,200.0
9781587435454,2022,socsci,my body is not a prayer request,Amy Kenny,14.53,Baker Publishing Group,Michigan,English,208.0
9780500251966,2017,socsci,the norse myths,Carolyne Larrington,12.99,Thames and Hudson Ltd,England,English,208.0
9781526497307,2020,socsci,how to write brilliant psychology essays,Dickerson,20.99,SAGE Publications,California,English,328.0
9780807014776,2021,socsci,what we don't talk about when we talk about fat,Aubrey Gordon,12.4,Beacon Press,Massachusetts,English,208.0
9781509550029,2021,socsci,after lockdown,Bruno Latour,11.39,Polity Press,England,English,180.0
9781398464025,2022,socsci,can we do better?,Don Morris,12.18,Austin Macauley Publishers,England,English,464.0
9781540964717,2022,socsci,indigenous theology and the western worldview,Randy Woodley,12.29,Baker Publishing Group,Michigan,English,160.0
9781405198622,2011,socsci,introduction to psycholinguistics,J Matthew Traxler,33.73,Wiley,England,English,568.0
9781956007008,2022,socsci,what is a woman?,Matt Walsh,17.46,DW Books,Tennessee,English,256.0
9780593446447,2022,socsci,on critical race theory,Ray Victor,18.46,Random House,New York (State),English,176.0
9780241473153,2020,socsci,when i dare to be powerful,Audre Lorde,5.67,Penguin Books Ltd,England,English,160.0
9780241331194,2018,socsci,the tulip touch,Anne Fine,7.58,Penguin Random House Children's UK,England,English,167.0
9781350321571,2022,socsci,social work theories in context,Healy Karen,25.29,Bloomsbury Publishing (UK),England,English,336.0
9780198857969,2022,socsci,sinostan,Pantucci Raffaello,15.34,OUP Oxford,England,English,336.0
9780140182750,1990,socsci,the fire next time,Baldwin James,7.42,Penguin Books Ltd,England,English,89.0
9780593296318,2022,socsci,thank you for your servitude,Leibovich Mark,18.99,Penguin Random House Group,New York (State),English,339.0
9780241954294,2010,socsci,the spirit level,G Richard Wilkinson,9.99,Penguin Books Ltd,England,English,374.0
9780993033728,2022,sports,rock climbing,Libby Peter,19.99,Mountain Training,Wales,English,376.0
9781446308486,2022,sports,paint with thread,Emillie Ferris,17.77,David & Charles,England,English,128.0
9781910636350,2022,sports,wild guide scotland,Grant Kimberley,13.99,Wild Things Publishing Ltd.,England,English,336.0
9781787137639,2022,sports,the great british sewing bee. the modern wardrobe,Juliet Uzor,19.51,Quadrille,England,English,224.0
9781839811494,2022,sports,stand-up paddleboarding in great britain,Jo Moseley,15.65,Vertebrate Publishing,England,English,192.0
9781784884345,2022,sports,flowers forever,Bex Partridge,15.99,Hardie Grant London,England,English,224.0
9781913207823,2022,sports,high risk,Brian Hall,18.99,Sandstone Press Ltd,Scotland,English,432.0
9780719840395,2022,sports,wet felting,Natasha Smart,14.99,The Crowood Press,England,English,160.0
9781446309063,2022,sports,kawaii crochet garden,Bradley Melissa,12.2,David & Charles,England,English,128.0
9781839648199,2021,sports,adult jigsaw puzzle angela harding: the salt path,Flame Studio Tree,13.49,Flame Tree Publishing,England,English,1.0
9781913602277,2022,sports,the big pub quiz book,David McGaughey,9.26,Richardson Publishing,England,English,512.0
9781948174985,2022,sports,"the game master's book of traps, puzzles and dungeons",Ashworth Jeff,18.47,Media Lab Books,New York (State),English,256.0
9781446309087,2022,sports,knitted wild animal friends,Crowther Louise,12.99,David & Charles,England,English,127.0
9781982171322,2022,sports,moar! monsters know what they're doing,Ammann Keith,12.99,Gallery / Saga Press,New York (State),English,608.0
9781910636336,2022,sports,wild swimming walks lake district,Kelly Pete,10.49,Wild Things Publishing Ltd.,England,English,201.0
9781786310934,2021,sports,walking the dales way,Marsh Terry,11.64,Cicerone Press,England,English,176.0
9781800920989,2022,sports,festive felt decorations,Corinne Lapierre,5.99,Search Press,England,English,64.0
9781786311061,2022,sports,walking the munros. vol. 2 northern highlands and the cairngorms,Kew Steve,11.64,Cicerone Press,England,English,320.0
9781852848859,2022,sports,the yorkshire dales,Dennis Kelsall,10.39,Cicerone Press,England,English,249.0
9781852848576,2022,sports,the west highland way,Marsh Terry,11.64,Cicerone Press,England,English,137.0
9781786310682,2021,sports,walking the south west coast path,Dillon Paddy,13.41,Cicerone Press,England,English,352.0
9781786310620,2022,sports,tour of mont blanc,Kev Reynolds,14.66,Cicerone Press,England,English,240.0
9781852848507,2022,sports,trekking in mallorca,Dillon Paddy,12.99,Cicerone Press,England,English,192.0
9780907610663,1986,sports,how to draw comics the marvel way,Lee Stan,10.18,Titan,England,English,155.0
9781846047282,2022,sports,the outdoor swimmers' handbook,Kate Rew,16.99,Random House UK,England,English,320.0
9781782219279,2022,sports,half yard spring collection,Debbie Shore,11.99,Search Press,England,English,176.0
9780008472740,2022,sports,the times codeword 13,Limited Newspapers Times,5.99,HarperCollins Publishers,Scotland,English,272.0
9781800071889,2022,sports,the train lover's puzzle book,Neil Somerville,10.99,Summersdale Publishers Ltd,England,English,256.0
9781844866113,2022,sports,england and wales,Dorey Martin,14.99,Bloomsbury Publishing (UK),England,English,320.0
9781474617482,2022,sports,the hummingbird,Sandro Veronesi,7.99,Orion,England,English,304.0
9781786184955,2022,sports,game changer,Palmer Tom,5.99,Rebellion,England,English,248.0
9780500024799,2021,sports,cartier and islamic arts,Ecker Heather,36.99,Thames and Hudson Ltd,England,English,315.0
9781788885461,2022,sports,love and peace colouring book,Nina Taylor,6.99,Arcturus Publishing,England,English,128.0
9780786965984,2016,sports,curse of strahd,Christopher Perkins,33.79,Wizards of the Coast Publishing,Washington (State),English,256.0
9781801501446,2022,sports,the roaring red front,McGill Stewart,11.56,Pitch Publishing,England,English,256.0
9781839810503,2022,sports,gravel rides scotland,Edward Shoote,19.99,Vertebrate Publishing,England,English,272.0
9780786967025,2020,sports,tasha’s cauldron of everything,Carter Michelle,33.4,Wizards of the Coast Publishing,Washington (State),English,192.0
9781906095826,2022,sports,welsh sea kayaking,Jim Krawiecki,19.99,Pesda Press,Wales,English,275.0
9781788164306,2020,sports,the artist's way workbook,Cameron Julia,12.29,Profile,England,English,176.0
9780786966899,2019,sports,eberron,Coast Wizards of the,34.24,Wizards of the Coast Publishing,Washington (State),English,320.0
